	database	name	environmental_metadata	hostID	metadata_classification	study_citation	study_classification	refseq_accession	symbiont	T3SS	T4SS	T6SS	database_result	T3SS_result	T4SS_result	T6SS_result	symbiont_result	at_least_1_SS_result	db_T3SS_result	db_T4SS_result	db_T6SS_result	db_symbiont_result	db_at_least_1_SS_result
44	BacMap	Fluviicola taffensis DSM 16823	Aquatic	0	n	"""Woyke T, Chertkov O, Lapidus A, Nolan M, Lucas S, Del Rio TG, Tice H, Cheng JF, Tapia R, Han C, Goodwin L, Pitluck S, Liolios K, Pagani I, Ivanova N, Huntemann M, Mavromatis K, Mikhailova N, Pati A, Chen A, Palaniappan K, Land M, Hauser L, Brambilla EM, Rohde M, Mwirichia R, Sikorski J, Tindall BJ, Göker M, Bristow J, Eisen JA, Markowitz V, Hugenholtz P, Klenk HP, Kyrpides NC. Complete genome sequence of the gliding freshwater bacterium Fluviicola taffensis type strain (RW262). Stand Genomic Sci. 2011 Oct 15;5(1):21-9. doi: 10.4056/sigs.2124912. Epub 2011 Sep 23. PMID: 22180807; PMCID: PMC3236050."""	n	GCF_000194605.1	-	n.c.	n.c.	n.c.	TN	A	A	A	TN	TN	TN	TN	TN	TN	TN
45	BacMap	Serratia sp. AS9	HostAssociated	0	s	"""Neupane S, Finlay RD, Alström S, Goodwin L, Kyrpides NC, Lucas S, Lapidus A, Bruce D, Pitluck S, Peters L, Ovchinnikova G, Chertkov O, Han J, Han C, Tapia R, Detter JC, Land M, Hauser L, Cheng JF, Ivanova N, Pagani I, Klenk HP, Woyke T, Högberg N. Complete genome sequence of Serratia plymuthica strain AS12. Stand Genomic Sci. 2012 May 25;6(2):165-73. doi: 10.4056/sigs.2705996. Epub 2012 May 1. PMID: 22768360; PMCID: PMC3387793."""	s	GCF_000214235.1	-	n.d.	n.d.	n.d.	TP	A	A	A	FN	FN	TP	TP	TP	TP	TP
46	BacMap	Bacillus subtilis BSn5	HostAssociated	78372	s	"""Deng Y, Zhu Y, Wang P, Zhu L, Zheng J, Li R, Ruan L, Peng D, Sun M. Complete genome sequence of Bacillus subtilis BSn5, an endophytic bacterium of Amorphophallus konjac with antimicrobial activity for the plant pathogen Erwinia carotovora subsp. carotovora. J Bacteriol. 2011 Apr;193(8):2070-1. doi: 10.1128/JB.00129-11. Epub 2011 Feb 11. PMID: 21317323; PMCID: PMC3133036."""	s	GCF_000186745.1	-	n.c.	+	n.c.	TP	A	TP	A	FN	TP	TP	TP	TP	TP	TP
47	BacMap	Mycoplasma bovis Hubei-1	HostAssociated	9913	s	"""Li Y, Zheng H, Liu Y, Jiang Y, Xin J, Chen W, Song Z. The complete genome sequence of Mycoplasma bovis strain Hubei-1. PLoS One. 2011;6(6):e20999. doi: 10.1371/journal.pone.0020999. Epub 2011 Jun 22. PMID: 21731639; PMCID: PMC3120828."""	s	GCF_000219375.1	+	n.c.	-	n.c.	TP	A	FN	A	TP	FN	TP	TP	TP	TP	TP
48	BacMap	Cupriavidus taiwanensis LMG 19424	HostAssociated	0	s	"""Amadou C, Pascal G, Mangenot S, Glew M, Bontemps C, Capela D, Carrère S, Cruveiller S, Dossat C, Lajus A, Marchetti M, Poinsot V, Rouy Z, Servin B, Saad M, Schenowitz C, Barbe V, Batut J, Médigue C, Masson-Boivin C. Genome sequence of the beta-rhizobium Cupriavidus taiwanensis and comparative genomics of rhizobia. Genome Res. 2008 Sep;18(9):1472-83. doi: 10.1101/gr.076448.108. Epub 2008 May 19. PMID: 18490699; PMCID: PMC2527706."""	s	GCF_000069785.1	-	n.d.	+	+	TP	A	TP	TP	FN	TP	TP	TP	TP	TP	TP
49	BacMap	Microbacterium testaceum StLB037	HostAssociated	0	s	"""Morohoshi T, Wang WZ, Someya N, Ikeda T. Genome sequence of Microbacterium testaceum StLB037, an N-acylhomoserine lactone-degrading bacterium isolated from potato leaves. J Bacteriol. 2011 Apr;193(8):2072-3. doi: 10.1128/JB.00180-11. Epub 2011 Feb 25. PMID: 21357489; PMCID: PMC3133038."""	s	GCF_000202635.1	-	n.c.	-	n.c.	TP	A	FN	A	FN	FN	TP	TP	TP	TP	TP
50	GOLD	Kitasatospora griseola JCM 3339	Environmental	0	n	YOKO TAKAHASHI, YUZURU IWAI, SATOSHI OMURA, TWO NEW SPECIES OF THE GENUS KITASATOSPORIA, KITASATOSPORIA PHOSALACINEA SP. NOV. AND KITASATOSPORIA GRISEOLA SP. NOV., The Journal of General and Applied Microbiology, 1984, Volume 30, Issue 5, Pages 377-387, Released on J-STAGE August 18, 2006, Online ISSN 1349-8037, Print ISSN 0022-1260, https://doi.org/10.2323/jgam.30.377, https://www.jstage.jst.go.jp/article/jgam1955/30/5/30_5_377/_article/-char/en	n	GCF_014648555.1	-	n.d.	-	+	TN	A	TN	FP	TN	FP	TN	TN	FP	TN	FP
51	GOLD	Mycobacterium tuberculosis H37Rv	Host Associated	0	s	"""Bifani P, Moghazeh S, Shopsin B, Driscoll J, Ravikovitch A, Kreiswirth BN. Molecular characterization of Mycobacterium tuberculosis H37Rv/Ra variants: distinguishing the mycobacterial laboratory strain. J Clin Microbiol. 2000 Sep;38(9):3200-4. doi: 10.1128/JCM.38.9.3200-3204.2000. PMID: 10970357; PMCID: PMC87354."""	s	GCF_000277735.2 	-	n.d.	-	-	TP	A	FN	FN	FN	FN	TP	TP	TP	TP	TP
52	GOLD	Carnobacterium sp. 17-4	Environmental	0	n	Voget, S., Klippel, B., Daniel, R., & Antranikian, G. (2011). Complete genome sequence of Carnobacterium sp. 17-4. Journal of bacteriology, 193(13), 34033404. https://doi.org/10.1128/JB.05113-11	n	GCF_000195575.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
53	GOLD	Mycoplasmopsis pulmonis UAB CTIP	Engineered	0	a	Chambaud, I., Heilig, R., Ferris, S., Barbe, V., Samson, D., Galisson, F., Moszer, I., Dybvig, K., Wróblewski, H., Viari, A., Rocha, E. P., & Blanchard, A. (2001). The complete genome sequence of the murine respiratory pathogen Mycoplasma pulmonis. Nucleic acids research, 29(10), 21452153. https://doi.org/10.1093/nar/29.10.2145	s	GCF_000195875.1	+	n.d.	-	-	A	A	FN	FN	TP	FN	A	A	A	TP	A
54	GOLD	Rickettsia prowazekii Madrid E	Host Associated	9606	s	Andersson, S. G., Zomorodipour, A., Andersson, J. O., Sicheritz-Pontén, T., Alsmark, U. C., Podowski, R. M., Näslund, A. K., Eriksson, A. S., Winkler, H. H., & Kurland, C. G. (1998). The genome sequence of Rickettsia prowazekii and the origin of mitochondria. Nature, 396(6707), 133140. https://doi.org/10.1038/24094	s	GCF_000195735.1	+	-	+	-	TP	FN	TP	FN	TP	TP	TP	TP	TP	TP	TP
55	GOLD	Robiginitalea biformata HTCC2501	Environmental	0	n	Oh, H. M., Giovannoni, S. J., Lee, K., Ferriera, S., Johnson, J., & Cho, J. C. (2009). Complete genome sequence of Robiginitalea biformata HTCC2501. Journal of bacteriology, 191(22), 71447145. https://doi.org/10.1128/JB.01191-09	n	GCF_000024125.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
56	GOLD	Levilactobacillus parabrevis LMG 11984	Host Associated	0	s	Vancanneyt, M., Naser, S. M., Engelbeen, K., De Wachter, M., Van der Meulen, R., Cleenwerck, I., Hoste, B., De Vuyst, L., & Swings, J. (2006). Reclassification of Lactobacillus brevis strains LMG 11494 and LMG 11984 as Lactobacillus parabrevis sp. nov. International journal of systematic and evolutionary microbiology, 56(Pt 7), 15531557. https://doi.org/10.1099/ijs.0.64215-0	s	GCF_001437515.1 	-	n.d.	-	-	TP	A	FN	FN	FN	FN	TP	TP	TP	TP	TP
57	GOLD	Bacteroides caccae ATCC 43185	Host Associated	9606	s	Wang, Y., & LaPointe, G. (2020). Arabinogalactan Utilization by Bifidobacterium longum subsp. longum NCC 2705 and Bacteroides caccae ATCC 43185 in Monoculture and Coculture. Microorganisms, 8(11), 1703. https://doi.org/10.3390/microorganisms8111703	s	GCF_000169015.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
58	GOLD	Bacteroides stercoris ATCC 43183	Host Associated	9606	s	Johnson, John L., Moore, W. E. C., Moore, Lillian V. H. Bacteroides caccae sp. nov., Bacteroides merdae sp. nov., and Bacteroides stercoris sp. nov. Isolated from Human Feces. (1986). International Journal of Systematic and Evolutionary Microbiology. Volume 36, Issue 4, Pages 499-501. https://doi.org/10.1099/00207713-36-4-49	s	GCF_000154525.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
59	GOLD	Pseudomonas stutzeri TS44	Environmental	0	n	Li, X., Gong, J., Hu, Y., Cai, L., Johnstone, L., Grass, G., Rensing, C., & Wang, G. (2012). Genome sequence of the moderately halotolerant, arsenite-oxidizing bacterium Pseudomonas stutzeri TS44. Journal of bacteriology, 194(16), 44734474. https://doi.org/10.1128/JB.00907-12	n	GCF_000263395.1	-	-	+	+	TN	TN	FP	FP	TN	FP	TN	FP	FP	TN	FP
60	GOLD	Phocaeicola dorei DSM 17855	Host Associated	9606	s	Bakir, M. A., Sakamoto, M., Kitahara, M., Matsumoto, M., & Benno, Y. (2006). Bacteroides dorei sp. nov., isolated from human faeces. International journal of systematic and evolutionary microbiology, 56(Pt 7), 16391643. https://doi.org/10.1099/ijs.0.64257-0	s	GCF_000156075.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
61	GOLD	Helicobacter pylori Shi470	Host Associated	9606	s	Thiberge, J. M., Boursaux-Eude, C., Lehours, P., Dillies, M. A., Creno, S., Coppée, J. Y., Rouy, Z., Lajus, A., Ma, L., Burucoa, C., Ruskoné-Foumestraux, A., Courillon-Mallet, A., De Reuse, H., Boneca, I. G., Lamarque, D., Mégraud, F., Delchier, J. C., Médigue, C., Bouchier, C., Labigne, A.,  Raymond, J. (2010). From array-based hybridization of Helicobacter pylori isolates to the complete genome sequence of an isolate associated with MALT lymphoma. BMC genomics, 11, 368. https://doi.org/10.1186/1471-2164-11-368	s	GCF_000020245.1 	-	-	+	-	TP	FN	TP	FN	FN	TP	TP	TP	TP	TP	TP
62	GOLD	Treponema paraluiscuniculi Cuniculi A	Host Associated	0	s	"""majs D, Zobaníková M, Strouhal M, ?ejková D, Dugan-Rocha S, Pospíilová P, Norris SJ, Albert T, Qin X, Hallsworth-Pepin K, Buhay C, Muzny DM, Chen L, Gibbs RA, Weinstock GM. Complete genome sequence of Treponema paraluiscuniculi, strain Cuniculi A: the loss of infectivity to humans is associated with genome decay. PLoS One. 2011;6(5):e20415. doi: 10.1371/journal.pone.0020415. Epub 2011 May 31. PMID: 21655244; PMCID: PMC3105029."""	s	GCF_000217655.1 	+	-	-	-	TP	FN	FN	FN	TP	FN	TP	TP	TP	TP	TP
63	GOLD	Hydrogenobaculum sp. 3684	Environmental	0	n	Romano, C., D'Imperio, S., Woyke, T., Mavromatis, K., Lasken, R., Shock, E. L., & McDermott, T. R. (2013). Comparative genomic analysis of phylogenetically closely related Hydrogenobaculum sp. isolates from Yellowstone National Park. Applied and environmental microbiology, 79(9), 29322943. https://doi.org/10.1128/AEM.03591-12	n	GCF_000213785.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
64	GOLD	Sideroxydans lithotrophicus ES-1	Environmental	0	n	Emerson, D., Field, E. K., Chertkov, O., Davenport, K. W., Goodwin, L., Munk, C., Nolan, M., & Woyke, T. (2013). Comparative genomics of freshwater Fe-oxidizing bacteria: implications for physiology, ecology, and systematics. Frontiers in microbiology, 4, 254. https://doi.org/10.3389/fmicb.2013.00254	n	GCF_000025705.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
65	GOLD	Staphylococcus aureus aureus H19	Host Associated	9606	s	Albrecht, T., Raue, S., Rosenstein, R., Nieselt, K., & Götz, F. (2012). Phylogeny of the staphylococcal major autolysin and its use in genus and species typing. Journal of bacteriology, 194(10), 26302636. https://doi.org/10.1128/JB.06609-11	s	GCF_000162655.1	-	n.d.	-	-	TP	A	FN	FN	FN	FN	TP	TP	TP	TP	TP
66	GOLD	Kaistella treverensis DSM 22251	Host Associated	0	s	Yassin, A. F., Hupfer, H., Siering, C., & Busse, H. J. (2010). Chryseobacterium treverense sp. nov., isolated from a human clinical source. International journal of systematic and evolutionary microbiology, 60(Pt 9), 19931998. https://doi.org/10.1099/ijs.0.017327-0	s	GCF_900114045.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
67	GOLD	Desulfovibrio sp. 6_1_46AFAA	Host Associated	9606	s	Marietou A. (2016). Nitrate reduction in sulfate-reducing bacteria. FEMS microbiology letters, 363(15), fnw155. https://doi.org/10.1093/femsle/fnw155	s	GCF_000224635.1	-	-	-	+	TP	FN	FN	TP	FN	TP	TP	TP	TP	TP	TP
68	GOLD	Bacillus sp. 1NLA3E	Engineered	0	a	Venkatramanan, R., Prakash, O., Woyke, T., Chain, P., Goodwin, L. A., Watson, D., Brooks, S., Kostka, J. E., & Green, S. J. (2013). Genome sequences for three denitrifying bacterial strains isolated from a uranium- and nitrate-contaminated subsurface environment. Genome announcements, 1(4), e00449-13. https://doi.org/10.1128/genomeA.00449-13	n	GCF_000242895.2	-	n.d.	-	-	A	A	TN	TN	TN	TN	A	A	A	A	A
69	GOLD	Francisella novicida 3523	Host Associated	9606	s	Siddaramappa, S., Challacombe, J. F., Petersen, J. M., Pillai, S., Hogg, G., & Kuske, C. R. (2011). Common ancestry and novel genetic traits of Francisella novicida-like isolates from North America and Australia as revealed by comparative genomic analyses. Applied and environmental microbiology, 77(15), 51105122. https://doi.org/10.1128/AEM.00337-11	s	GCF_000195555.1	-	-	-	+	TP	FN	FN	TP	FN	TP	TP	TP	TP	TP	TP
70	GOLD	Corynebacterium pseudotuberculosis C231	Host Associated	9940	s	Silva, A., Schneider, M. P., Cerdeira, L., Barbosa, M. S., Ramos, R. T., Carneiro, A. R., Santos, R., Lima, M., D'Afonseca, V., Almeida, S. S., Santos, A. R., Soares, S. C., Pinto, A. C., Ali, A., Dorella, F. A., Rocha, F., de Abreu, V. A., Trost, E., Tauch, A., Shpigel, N.,  Azevedo, V. (2011). Complete genome sequence of Corynebacterium pseudotuberculosis I19, a strain isolated from a cow in Israel with bovine mastitis. Journal of bacteriology, 193(1), 323324. https://doi.org/10.1128/JB.01211-10	s	GCF_000144675.2	-	n.d.	-	-	TP	A	FN	FN	FN	FN	TP	TP	TP	TP	TP
71	GOLD	Lactobacillus amylovorus GRL 1118	Host Associated	9823	s	Kant, R., Paulin, L., Alatalo, E., de Vos, W. M., & Palva, A. (2011). Genome sequence of Lactobacillus amylovorus GRL1118, isolated from pig ileum. Journal of bacteriology, 193(12), 31473148. https://doi.org/10.1128/JB.00423-11	s	GCF_000194115.1	n.d.	n.d.	-	-	TP	A	FN	FN	A	FN	TP	TP	TP	TP	TP
72	GOLD	Escherichia coli DEC5E	Host Associated	9606	s	Hazen, T. H., Sahl, J. W., Redman, J. C., Morris, C. R., Daugherty, S. C., Chibucos, M. C., Sengamalay, N. A., Fraser-Liggett, C. M., Steinsland, H., Whittam, T. S., Whittam, B., Manning, S. D., & Rasko, D. A. (2012). Draft genome sequences of the diarrheagenic Escherichia coli collection. Journal of bacteriology, 194(11), 30263027. https://doi.org/10.1128/JB.00426-12	s	GCF_000249575.1 	-	+	+	+	TP	TP	TP	TP	FN	TP	TP	TP	TP	TP	TP
73	GOLD	Streptococcus pneumoniae SPNA45	Host Associated	9606	s	Ginders, M., Leschnik, M., Künzel, F., Kampner, D., Mikula, C., Steindl, G., Eichhorn, I., Feßler, A. T., Schwarz, S., Spergser, J., & Loncaric, I. (2017). Characterization of Streptococcus pneumoniae isolates from Austrian companion animals and horses. Acta veterinaria Scandinavica, 59(1), 79. https://doi.org/10.1186/s13028-017-0348-2	s	GCF_000180515.1	-	n.d.	+	-	TP	A	TP	FN	FN	TP	TP	TP	TP	TP	TP
74	GOLD	Gardnerella vaginalis 101	Host Associated	9606	s	"""Castro J, Henriques A, Machado A, Henriques M, Jefferson KK, Cerca N. Reciprocal interference between Lactobacillus spp. and Gardnerella vaginalis on initial adherence to epithelial cells. Int J Med Sci. 2013 Jul 20;10(9):1193-8. doi: 10.7150/ijms.6304. PMID: 23935396; PMCID: PMC3739018."""	s	GCF_000165615.1 	n.d.	n.d.	-	-	TP	A	FN	FN	A	FN	TP	TP	TP	TP	TP
75	GOLD	Salmonella enterica enterica sv. Weltevreden 2007-60-3289-1	Host Associated	9606	s	"""Citation style for this article: Emberland K E, Ethelberg S, Kuusi M, Vold L, Jensvoll L, Lindstedt B A, Nygård K, Kjelsø C, Torpdahl M, Sørensen G, Jensen T, Lukinmaa S, Niskanen T, Kapperud G. Outbreak of Salmonella Weltevreden infections in Norway, Denmark and Finland associated with alfalfa sprouts, July-October 2007. Euro Surveill. 2007;12(48):pii=3321. https://doi.org/10.2807/esw.12.48.03321-en"""	s	GCF_000230505.1 	-	+	+	+	TP	TP	TP	TP	FN	TP	TP	TP	TP	TP	TP
76	GOLD	Vibrio cholerae HC-57A1	Host Associated	0	s	Hasan, N. A., Choi, S. Y., Eppinger, M., Clark, P. W., Chen, A., Alam, M., Haley, B. J., Taviani, E., Hine, E., Su, Q., Tallon, L. J., Prosper, J. B., Furth, K., Hoq, M. M., Li, H., Fraser-Liggett, C. M., Cravioto, A., Huq, A., Ravel, J., Cebula, T. A.,  Colwell, R. R. (2012). Genomic diversity of 2010 Haitian cholera outbreak strains. Proceedings of the National Academy of Sciences of the United States of America, 109(29), E2010E2017. https://doi.org/10.1073/pnas.1207359109	s	GCF_000303005.1 	-	-	-	+	TP	FN	FN	TP	FN	TP	TP	TP	TP	TP	TP
77	GOLD	Vibrio cholerae CP1037(10)	Host Associated	0	s	Choi, S. Y., Rashed, S. M., Hasan, N. A., Alam, M., Islam, T., Sadique, A., Johura, F. T., Eppinger, M., Ravel, J., Huq, A., Cravioto, A., & Colwell, R. R. (2016). Phylogenetic Diversity of Vibrio cholerae Associated with Endemic Cholera in Mexico from 1991 to 2008. mBio, 7(2), e02160. https://doi.org/10.1128/mBio.02160-15	s	GCF_000302965.1 	-	-	-	+	TP	FN	FN	TP	FN	TP	TP	TP	TP	TP	TP
78	GOLD	Leptospira interrogans sv. Copenhageni Fiocruz LV192	Host Associated	9606	s	SANTOS, L. A. Leptospira interrogans sorovar Copenhageni e Icterohaemorrhagiae: relação evolutiva, diferenças genéticas e associação com desfecho clínico. 95 f. il. Tese (Doutorado)  Fundação Oswaldo Cruz, Centro de Pesquisa Gonçalo Moniz, Salvador, 2015.	s	GCF_000217415.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
79	GOLD	Leptospira interrogans sv. Copenhageni Fiocruz LV2787	Host Associated	9606	s	Barocchi, M. A., Ko, A. I., Ferrer, S. R., Faria, M. T., Reis, M. G., & Riley, L. W. (2001). Identification of new repetitive element in Leptospira interrogans serovar copenhageni and its application to PCR-based differentiation of Leptospira serogroups. Journal of clinical microbiology, 39(1), 191195. https://doi.org/10.1128/JCM.39.1.191-195.2001	s	GCF_000217115.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
80	GOLD	Pseudophaeobacter arcticus DSM 23566	Environmental	0	n	Guan, Y., Jiang, Y., Kim, Y. M., Yu, S. Y., Choi, S. H., Choe, H., Li, Z., & Lee, M. K. (2022). Pseudophaeobacter flagellatus sp. nov., isolated from coastal water. International journal of systematic and evolutionary microbiology, 72(5), 10.1099/ijsem.0.005399. https://doi.org/10.1099/ijsem.0.005399	n	GCF_000473205.1 	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
81	GOLD	Brucella melitensis bv. 1 M28-12	Host Associated	9940	s	Ding, J., Pan, Y., Jiang, H., Cheng, J., Liu, T., Qin, N., Yang, Y., Cui, B., Chen, C., Liu, C., Mao, K., & Zhu, B. (2011). Whole genome sequences of four Brucella strains. Journal of bacteriology, 193(14), 36743675. https://doi.org/10.1128/JB.05155-11	s	GCF_000209595.2	-	-	+	-	TP	FN	TP	FN	FN	TP	TP	TP	TP	TP	TP
82	GOLD	Bacillus cereus BAG1O-3	Environmental	0	n	Ivanova, N., Sorokin, A., Anderson, I., Galleron, N., Candelon, B., Kapatral, V., Bhattacharyya, A., Reznik, G., Mikhailova, N., Lapidus, A., Chu, L., Mazur, M., Goltsman, E., Larsen, N., D'Souza, M., Walunas, T., Grechkin, Y., Pusch, G., Haselkorn, R., Fonstein, M.,  Kyrpides, N. (2003). Genome sequence of Bacillus cereus and comparative analysis with Bacillus anthracis. Nature, 423(6935), 8791. https://doi.org/10.1038/nature01582	s	GCF_000412975.1 	-	n.d.	-	+	FN	A	FN	TP	FN	TP	FN	FN	TP	FN	TP
83	GOLD	Aquimarina latercula DSM 2041	Environmental	0	n	Nedashkovskaya, O. I., Kim, S. B., Lysenko, A. M., Frolova, G. M., Mikhailov, V. V., Lee, K. H., & Bae, K. S. (2005). Description of Aquimarina muelleri gen. nov., sp. nov., and proposal of the reclassification of [Cytophaga] latercula Lewin 1969 as Stanierella latercula gen. nov., comb. nov. International journal of systematic and evolutionary microbiology, 55(Pt 1), 225229. https://doi.org/10.1099/ijs.0.63349-0	n	GCF_000430645.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
84	GOLD	Aquimarina muelleri DSM 19832	Environmental	0	n	Wang, N. N., Li, C. M., Li, Y. X., & Du, Z. J. (2018). Aquimarina celericrescens sp. nov., isolated from seawater. International journal of systematic and evolutionary microbiology, 68(5), 16831688. https://doi.org/10.1099/ijsem.0.002733	n	GCF_000430665.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
85	GOLD	Glaciibacter superstes DSM 21135	Environmental	0	n	Katayama, T., Kato, T., Tanaka, M., Douglas, T. A., Brouchkov, A., Fukuda, M., Tomita, F., & Asano, K. (2009). Glaciibacter superstes gen. nov., sp. nov., a novel member of the family Microbacteriaceae isolated from a permafrost ice wedge. International journal of systematic and evolutionary microbiology, 59(Pt 3), 482486. https://doi.org/10.1099/ijs.0.001354-0	n	GCF_000421145.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
86	GOLD	Marinobacterium rhizophilum DSM 18822	Environmental	0	n	"""Choi DH, Jang GI, Lapidus A, Copeland A, Reddy TBK, Mukherjee S, Huntemann M, Varghese N, Ivanova N, Pillay M, Tindall BJ, Göker M, Woyke T, Klenk HP, Kyrpides NC, Cho BC. Draft genome sequence of Marinobacterium rhizophilum CL-YJ9T (DSM 18822T), isolated from the rhizosphere of the coastal tidal-flat plant Suaeda japonica. Stand Genomic Sci. 2017 Oct 30;12:65. doi: 10.1186/s40793-017-0275-x. PMID: 29093768; PMCID: PMC5663061."""	n	GCF_000378045.1 	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
87	GOLD	Marinococcus halotolerans DSM 16375	Environmental	0	n	Li, W. J., Schumann, P., Zhang, Y. Q., Chen, G. Z., Tian, X. P., Xu, L. H., Stackebrandt, E., & Jiang, C. L. (2005). Marinococcus halotolerans sp. nov., isolated from Qinghai, north-west China. International journal of systematic and evolutionary microbiology, 55(Pt 5), 18011804. https://doi.org/10.1099/ijs.0.63596-0	n	GCF_000420725.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
88	GOLD	Paenibacillus massiliensis 2301065	Host Associated	0	s	Tonial, F., Guella, F., Passaglia, L., & Sant'Anna, F. H. (2020). Genome-based reclassification of Paenibacillus panacisoli DSM 21345T as Paenibacillus massiliensis subsp. panacisoli subsp. nov. and description of Paenibacillus massiliensis subsp. massiliensis subsp. nov. International journal of systematic and evolutionary microbiology, 70(8), 48384842. https://doi.org/10.1099/ijsem.0.004328	s	GCF_000377505.1	-	n.d.	-	+	TP	A	FN	TP	FN	TP	TP	TP	TP	TP	TP
89	GOLD	Streptococcus agalactiae CCUG 37738	Host Associated	0	s	Richards, V. P., Choi, S. C., Pavinski Bitar, P. D., Gurjar, A. A., & Stanhope, M. J. (2013). Transcriptomic and genomic evidence for Streptococcus agalactiae adaptation to the bovine environment. BMC genomics, 14, 920. https://doi.org/10.1186/1471-2164-14-920	s	GCF_000288775.1	-	n.d.	+	-	TP	A	TP	FN	FN	TP	TP	TP	TP	TP	TP
90	GOLD	Streptococcus agalactiae GB00901	Host Associated	0	s	Nitschke, H., Slickers, P., Müller, E., Ehricht, R., & Monecke, S. (2014). DNA microarray-based typing of Streptococcus agalactiae isolates. Journal of clinical microbiology, 52(11), 39333943. https://doi.org/10.1128/JCM.02411-14	s	GCF_000288295.1 	-	n.d.	+	-	TP	A	TP	FN	FN	TP	TP	TP	TP	TP	TP
91	GOLD	Thalassospira profundimaris WP0211	Environmental	0	n	Lai, Q., & Shao, Z. (2012). Genome sequence of Thalassospira profundimaris type strain WP0211. Journal of bacteriology, 194(24), 6956. https://doi.org/10.1128/JB.01903-12	n	GCF_000300275.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
92	GOLD	Nocardia amamiensis NBRC 102102	Environmental	0	n	Yamamura, H., Tamura, T., Sakiyama, Y., & Harayama, S. (2007). Nocardia amamiensis sp. nov., isolated from a sugar-cane field in Japan. International journal of systematic and evolutionary microbiology, 57(Pt 7), 15991602. https://doi.org/10.1099/ijs.0.64829-0	n	GCF_001612745.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
93	GOLD	Nocardia uniformis NBRC 13702	Environmental	0	n	Isik, K., Chun, J., Hah, Y. C., & Goodfellow, M. (1999). Nocardia uniformis nom. rev. International journal of systematic bacteriology, 49 Pt 3, 12271230. https://doi.org/10.1099/00207713-49-3-1227	n	GCF_001613345.1 	-	n.d.	-	+	TN	A	TN	FP	TN	FP	TN	TN	FP	TN	FP
94	GOLD	Actinomadura kijaniata NBRC 14229	Environmental	0	n	Waitz, J. A., Horan, A. C., Kalyanpur, M., Lee, B. K., Loebenberg, D., Marquez, J. A., Miller, G., & Patel, M. G. (1981). Kijanimicin (Sch 25663), a novel antibiotic produced by Actinomadura kijaniata SCC 1256. Fermentation, isolation, characterization and biological properties. The Journal of antibiotics, 34(9), 11011106. https://doi.org/10.7164/antibiotics.34.1101	n	GCF_001552175.1	-	n.d.	-	+	TN	A	TN	FP	TN	FP	TN	TN	FP	TN	FP
95	GOLD	Cetobacterium somerae ATCC BAA-474	Host Associated	0	s	Finegold, S. M., Vaisanen, M. L., Molitoris, D. R., Tomzynski, T. J., Song, Y., Liu, C., Collins, M. D., & Lawson, P. A. (2003). Cetobacterium somerae sp. nov. from human feces and emended description of the genus Cetobacterium. Systematic and applied microbiology, 26(2), 177181. https://doi.org/10.1078/072320203322346010	s	GCF_000479045.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
96	GOLD	Secundilactobacillus similis DSM 23365	Engineered	0	a	Sun, Z., Harris, H. M., McCann, A., Guo, C., Argimón, S., Zhang, W., Yang, X., Jeffery, I. B., Cooney, J. C., Kagawa, T. F., Liu, W., Song, Y., Salvetti, E., Wrobel, A., Rasinkangas, P., Parkhill, J., Rea, M. C., O'Sullivan, O., Ritari, J., Douillard, F. P.,  O'Toole, P. W. (2015). Expanding the biotechnology potential of lactobacilli through comparative genomics of 213 strains and associated genera. Nature communications, 6, 8322. https://doi.org/10.1038/ncomms9322	n	GCF_001436595.1 	-	n.d.	-	-	A	A	TN	TN	TN	TN	A	A	A	A	A
